cell_id,lat,lon,dist_to_drain_km,dist_to_incident_km,elevation_proxy,population_density,rainfall_mm
80,17.314138,78.477207,0.4633810916688506,2.070603790908335,17.341552537807,7401,60.0
81,17.314138,78.481707,0.8829212803674787,2.172389212245508,18.565845193175328,7441,60.0
82,17.314138,78.486207,1.341681761869909,2.3680172091451954,23.03534729688405,7449,60.0
83,17.314138,78.499707,1.553201210689085,3.3181820373994073,28.290410986130535,7279,60.0
84,17.314138,78.504207,1.6609476793239637,3.7045898248494056,28.727095352838646,7162,60.0
85,17.314138,78.553707,0.3947005372045147,4.015245126859425,30.056535250320565,4895,60.0
86,17.314138,78.558207,0.4140174933318988,4.076191258931134,27.404871894353438,4680,60.0
87,17.314138,78.562707,0.676621126237036,4.191036770210732,28.90013308060949,4472,60.0
88,17.314138,78.567207,0.20016757670161575,4.35552012024496,25.778164586827067,4272,60.0
89,17.314138,78.571707,0.07547774324008102,4.564278048544561,23.64501072821126,4081,60.0
90,17.314138,78.576207,0.5484015752517202,4.81155120184018,25.529388346572134,3899,60.0
91,17.314138,78.580707,1.0240695096097843,5.091731346714431,25.435434929357953,3727,60.0
92,17.314138,78.585207,1.1232132137846393,5.399698465696491,23.976996082117033,3564,60.0
93,17.314138,78.589707,0.7518372885484467,5.730974716937005,21.09412615745113,3411,60.0
94,17.314138,78.594207,0.3840875394433636,6.081752310169598,14.435877727402207,3267,60.0
95,17.314138,78.598707,0.29978351628723965,6.448849772358339,13.31919222128366,3132,60.0
96,17.314138,78.603207,0.05426658262974697,6.82963599880629,11.184086175355812,3006,60.0
97,17.314138,78.607707,0.4723455620495323,7.221946041668832,13.642541887285766,2889,60.0
98,17.314138,78.612207,0.26369551882115394,7.624001156947672,14.716315110860158,2779,60.0
99,17.314138,78.616707,0.22970749714039862,8.034338486150979,11.681201114101162,2678,60.0
100,17.314138,78.621207,0.36154716644907803,8.451751796636263,13.561012878499143,2583,60.0
101,17.318638,78.378207,1.0592611321024905,10.41301085082536,36.82073465930957,3814,60.0
102,17.318638,78.382707,0.7625510191582565,9.940979746008923,31.86040292372125,3964,60.0
103,17.318638,78.387207,0.32919314440670033,9.469514570130421,31.32030406915927,4121,60.0
104,17.318638,78.391707,0.20982939740265874,8.99870427531224,26.880040443793185,4288,60.0
105,17.318638,78.396207,0.534115070490814,8.528657317368229,29.658333548388654,4463,60.0
106,17.318638,78.400707,0.5728114992974559,8.059507255795161,27.555751417794262,4648,60.0
107,17.318638,78.405207,0.889629783652031,7.591420377376084,29.63856012032295,4841,60.0
108,17.318638,78.409707,0.9592687104097936,7.124606238989522,31.214117564158414,5044,60.0
109,17.318638,78.414207,0.9552687967998926,6.659332500615728,24.731828946311005,5254,60.0
110,17.318638,78.418707,0.6233671931185102,6.195946193190435,25.6615525947267,5473,60.0
111,17.318638,78.423207,0.32246138257049994,5.7349048544274845,22.02637768991367,5698,60.0
112,17.318638,78.427707,0.3032486362060583,5.2768231672164125,18.823369715238805,5929,60.0
113,17.318638,78.432207,0.3592312265897693,4.822544595734685,16.08990454111593,6164,60.0
114,17.318638,78.436707,0.15329130965830126,4.373254464492735,16.627634632532327,6400,60.0
115,17.318638,78.441207,0.48991534114692437,3.930663740435728,16.324480042365096,6635,60.0
116,17.318638,78.445707,0.9415234957966535,3.497316809697518,19.6183422103758,6866,60.0
117,17.318638,78.450207,0.6491274752027998,3.077121527336593,16.71210098296855,7089,60.0
118,17.318638,78.454707,0.4467668686647694,2.6762797913744856,18.161076711170825,7299,60.0
119,17.318638,78.459207,0.560548005918579,2.3049110073503822,14.914333352928942,7493,60.0
120,17.318638,78.463707,0.9119811360230252,1.9796718377744331,15.465026661822261,7666,60.0
121,17.318638,78.468207,0.7548447798918647,1.7268268653488887,17.19533709282983,7814,60.0
122,17.318638,78.472707,0.6464398006527682,1.5814885599219668,17.142489398041945,7932,60.0
123,17.318638,78.477207,0.8130588000786023,1.5737298727402256,21.168605194252052,8016,60.0
124,17.318638,78.481707,1.148680020617068,1.7054295542410811,23.089909328052748,8065,60.0
125,17.318638,78.486207,1.5341418304203929,1.9485119505147994,25.578756616834262,8075,60.0
126,17.318638,78.490707,1.957172325839509,2.2674329719605097,31.60259151995575,8046,60.0
127,17.318638,78.495207,1.9835841006345236,2.634796073103159,27.828822890576273,7980,60.0
128,17.318638,78.499707,2.038545657924781,3.0330501172651996,30.683282799842054,7876,60.0
129,17.318638,78.504207,1.7680905623036391,3.4515185472620447,29.92224648305584,7739,60.0
130,17.318638,78.508707,1.3154146080099915,3.883672508093987,29.677361972602785,7572,60.0
131,17.318638,78.549207,0.7129752284035542,3.5109921653030955,28.96449870615303,5400,60.0
132,17.318638,78.553707,0.2711743029982444,3.5162330061464693,29.69189609485388,5153,60.0
133,17.318638,78.558207,0.29840913798387225,3.5856692849551903,27.275536947245698,4913,60.0
134,17.318638,78.562707,0.7453213138674392,3.7157038347026745,26.4032234017792,4683,60.0
135,17.318638,78.567207,0.4126983938073659,3.9002803554934165,24.103864501248964,4463,60.0
136,17.318638,78.571707,0.31409456907666056,4.132096297641223,24.838125166039326,4253,60.0
137,17.318638,78.576207,0.6716751654941331,4.403697749708915,26.625355672628277,4054,60.0
138,17.318638,78.580707,1.122508567997215,4.70820443732264,30.210389264260968,3866,60.0
139,17.318638,78.585207,1.1460846857060036,5.0396552729274005,30.76567558685157,3690,60.0
140,17.318638,78.589707,0.7181744071410022,5.393084702468658,21.841514177422496,3523,60.0
141,17.318638,78.594207,0.41650355643290343,5.764451494787178,15.972314017117954,3368,60.0
142,17.318638,78.598707,0.13353018657557902,6.150507340940047,10.885123376807332,3223,60.0
143,17.318638,78.603207,0.1569595685181061,6.5486549115869215,14.903510826483743,3088,60.0
144,17.318638,78.607707,0.632245492327969,6.956818441883102,14.884629374107293,2962,60.0
145,17.318638,78.612207,0.7462591917138273,7.373334767573898,15.889918883991681,2845,60.0
146,17.318638,78.616707,0.7297485665279749,7.796865359359766,15.174062119915142,2736,60.0
147,17.323138,78.378207,0.5611453452904374,10.349791277774267,30.790618136835093,3978,60.0
148,17.323138,78.382707,0.6416658091366262,9.87475053879553,33.81551097980947,4139,60.0
149,17.323138,78.387207,0.36980470719534503,9.399976078992424,30.24158620324725,4310,60.0
150,17.323138,78.391707,0.25269669398033495,8.925510391294894,28.53358949179193,4489,60.0
151,17.323138,78.396207,0.5954022024855218,8.45140547995428,28.224800233536968,4679,60.0
152,17.323138,78.400707,0.9789859107490779,7.977725666796908,28.41999947298498,4880,60.0
153,17.323138,78.405207,1.2487759017294566,7.504551447854186,31.396747464345236,5091,60.0
154,17.323138,78.409707,1.4486905481669785,7.031984886725401,32.284964852569985,5312,60.0
155,17.323138,78.414207,1.0138365343031825,6.5601573044647825,32.02337532373848,5544,60.0
156,17.323138,78.418707,0.5424593580853903,6.089240484132684,24.546215546252725,5785,60.0
157,17.323138,78.423207,0.0962228732105257,5.619463399043876,22.166829271332052,6035,60.0
158,17.323138,78.427707,0.10006874150991672,5.151137886054253,17.831086039871142,6293,60.0
159,17.323138,78.432207,0.3372442380874775,4.684699303069655,16.545311545600036,6556,60.0
160,17.323138,78.436707,0.133598325109149,4.220773271906891,14.525995150218751,6823,60.0
161,17.323138,78.441207,0.4822804105645636,3.760289866668226,16.001184115903435,7090,60.0
162,17.323138,78.445707,0.9447109879575318,3.3046885129744914,23.56232097289858,7353,60.0
163,17.323138,78.450207,1.06708693467668,2.856306334033546,17.68162705946266,7609,60.0
164,17.323138,78.454707,0.9469401116561054,2.419160805126192,19.793973717692523,7853,60.0
165,17.323138,78.459207,1.010411390970948,2.0006312880414456,16.44987792912694,8078,60.0
166,17.323138,78.463707,0.8760216354102367,1.6152540121471743,19.322705129109565,8281,60.0
167,17.323138,78.468207,0.5039862181136859,1.2930193041926876,16.259341466369083,8455,60.0
168,17.323138,78.472707,0.44377733626674987,1.09136874748244,15.32046205754694,8594,60.0
169,17.323138,78.477207,0.6985744405100638,1.0800953614910809,17.813670016815447,8695,60.0
170,17.323138,78.481707,1.0446574015175287,1.2643020453317149,19.59824038445849,8753,60.0
171,17.323138,78.486207,1.35942077885555,1.5769105106158026,24.797863152297744,8766,60.0
172,17.323138,78.490707,1.6097749294962096,1.9573367823179748,25.744554055295772,8733,60.0
173,17.323138,78.495207,1.9048065269864645,2.373187987467387,27.31724768405197,8655,60.0
174,17.323138,78.499707,2.1239131454537765,2.8087735029455874,29.924623601554202,8534,60.0
175,17.323138,78.504207,1.6876837885698641,3.256183253309946,31.6141958474342,8373,60.0
176,17.323138,78.508707,1.2113295968433022,3.7111431644778636,32.93804413214957,8176,60.0
177,17.323138,78.540207,1.128417259452459,3.2194311691138786,34.92309157941315,6271,60.0
178,17.323138,78.544707,1.346784262200207,3.0804195958228453,35.52757355010094,5980,60.0
179,17.323138,78.549207,0.9603593678034048,3.0115648151947676,33.621198146136294,5697,60.0
180,17.323138,78.553707,0.6963549235238673,3.017672994586803,33.44529310341467,5421,60.0
181,17.323138,78.558207,0.7076414519940893,3.098300806043074,30.492498590744667,5156,60.0
182,17.323138,78.562707,0.984550682410945,3.2479032287397094,29.858391361423408,4902,60.0
183,17.323138,78.567207,0.8386688741696305,3.4575385460360506,30.828363020594107,4659,60.0
184,17.323138,78.571707,0.7969505032395032,3.7170633739777608,27.918017824340538,4430,60.0
185,17.323138,78.576207,0.9937875030544507,4.01681930994574,29.93443445477909,4213,60.0
186,17.323138,78.580707,1.340325239636865,4.348494512337172,27.90092555601541,4008,60.0
187,17.323138,78.585207,1.0204409261310567,4.705343939591677,21.774919010773488,3817,60.0
188,17.323138,78.589707,0.5500394499371551,5.082067351489789,17.335190912340195,3637,60.0
189,17.323138,78.594207,0.07945510925556097,5.474563493783318,19.32424884818161,3470,60.0
190,17.323138,78.598707,0.08358749460656785,5.879674500749662,18.41283975006867,3314,60.0
191,17.323138,78.603207,0.1605855110379068,6.294965363242311,14.165662164954638,3169,60.0
192,17.323138,78.607707,0.5951423457351369,6.718548616607356,15.670926006701226,3035,60.0
193,17.323138,78.612207,1.0664750238566645,7.1489504124445,21.723948112765804,2910,60.0
194,17.323138,78.616707,1.2298723712198198,7.58501011065946,17.348619537562072,2794,60.0
195,17.327638,78.378207,0.06086088071232747,10.31049553591003,25.870676363654592,4152,60.0
196,17.327638,78.382707,0.14700490204279434,9.833568646441401,29.58504691385002,4324,60.0
197,17.327638,78.387207,0.2210333634525963,9.356716766202112,27.835110534612607,4507,60.0
198,17.327638,78.391707,0.3267976563644198,8.879951979433113,28.894598134810572,4700,60.0
199,17.327638,78.396207,0.3379335026982313,8.40328911030176,28.066325877846054,4905,60.0
200,17.327638,78.400707,0.5680922618572489,7.926746545105312,29.665178533303592,5122,60.0
201,17.327638,78.405207,0.9397682824218909,7.450347368967299,33.07056241004813,5351,60.0
202,17.327638,78.409707,1.3724944558703833,6.974120966774717,31.919451685118787,5592,60.0
203,17.327638,78.414207,1.1725748141554169,6.498105325157963,30.59976647958237,5846,60.0
204,17.327638,78.418707,0.7744355245018322,6.022350421118228,21.52227609681428,6111,60.0
205,17.327638,78.423207,0.43047177831484795,5.546923345073669,22.12943081888379,6388,60.0
206,17.327638,78.427707,0.3762249384523913,5.07191628716691,18.894457940667976,6675,60.0
207,17.327638,78.432207,0.7168486615608141,4.597459437688636,18.920736470078733,6970,60.0
208,17.327638,78.436707,0.6339598200447999,4.12374271386446,17.933513858756207,7270,60.0
209,17.327638,78.441207,0.7874148154929482,3.6510542166805204,18.904022902251977,7573,60.0
210,17.327638,78.445707,1.1373846216067238,3.1798525205103054,22.632096592909413,7874,60.0
211,17.327638,78.450207,1.5298582070792697,2.710913028678558,19.825202186856387,8168,60.0
212,17.327638,78.454707,1.4467106090241555,2.2456533760263238,21.57975167212096,8450,60.0
213,17.327638,78.459207,1.2569796661998283,1.7869501845442517,19.18256648935086,8713,60.0
214,17.327638,78.463707,0.7810370889191178,1.3415457802233153,16.649527678813158,8951,60.0
215,17.327638,78.468207,0.3104457959688744,0.9287741604878853,16.734976409019684,9156,60.0
216,17.327638,78.472707,0.019327782216079024,0.6179158881487408,14.537610992622145,9322,60.0
217,17.327638,78.477207,0.38742708843777324,0.5977799692217189,19.038426703689368,9443,60.0
218,17.327638,78.481707,0.7097895512420384,0.8883602768774244,18.87506173866089,9513,60.0
219,17.327638,78.486207,0.9218170543220829,1.29512521185506,20.114596391784836,9529,60.0
220,17.327638,78.490707,1.2573304486221841,1.7383431449710036,24.252127401363737,9491,60.0
221,17.327638,78.495207,1.4639958811416334,2.196052528207247,27.697015790444837,9399,60.0
222,17.327638,78.499707,1.7523319182844468,2.6607853660790517,30.6181636390632,9256,60.0
223,17.327638,78.504207,1.4322676034361033,3.1294141722540476,27.506878399841025,9066,60.0
224,17.327638,78.513207,0.7503601273554974,4.072972915215298,28.280465707826423,8572,60.0
225,17.327638,78.517707,0.3326355612840323,4.339441327116197,27.152573195610955,8280,60.0
226,17.327638,78.535707,1.1767223278783607,2.989970904831051,39.41168633013579,6979,60.0
227,17.327638,78.540207,1.445498329010944,2.7582451994509696,39.84214288136042,6647,60.0
228,17.327638,78.544707,1.590392247972234,2.594645617435174,35.110776849562484,6321,60.0
229,17.327638,78.549207,1.3544736280940024,2.5125154549910875,34.451360122599894,6004,60.0
230,17.327638,78.553707,1.181639232466596,2.519833461759389,30.463677544048924,5698,60.0
231,17.327638,78.558207,1.1883146665170523,2.615849034320381,31.447048265122586,5405,60.0
232,17.327638,78.562707,1.371825893128507,2.7914244387694604,33.38091448987803,5125,60.0
233,17.327638,78.567207,1.3180157892430278,3.0327732120108113,33.71271333302341,4859,60.0
234,17.327638,78.571707,1.2931973689850473,3.3256059664346327,28.45845628965769,4609,60.0
235,17.327638,78.576207,1.4229667238938335,3.6575778135009682,28.081763091086877,4373,60.0
236,17.327638,78.580707,1.52871353487472,4.019001692923267,24.397236046758508,4152,60.0
237,17.327638,78.585207,1.0692258981036238,4.402630177537802,24.29235886189699,3945,60.0
238,17.327638,78.589707,0.6359212230142095,4.803145748090735,18.633923491952345,3752,60.0
239,17.327638,78.594207,0.3443193772163008,5.216660272375987,16.78992444205554,3572,60.0
240,17.327638,78.598707,0.41696937350880864,5.6403154555282935,15.50690971937686,3405,60.0
241,17.327638,78.603207,0.6283702365606134,6.071989064243897,17.485795735598174,3250,60.0
242,17.327638,78.607707,0.8523217533767251,6.510086225999735,14.844832037219318,3107,60.0
243,17.327638,78.612207,1.2305412131193956,6.953392902444718,17.256001782759668,2974,60.0
244,17.327638,78.616707,1.6603099497097327,7.400973027279088,26.820115256465193,2852,60.0
245,17.332138,78.400707,0.31674985885255463,7.907165682671718,24.412803744265634,5374,60.0
246,17.332138,78.405207,0.78479542435746,7.429523120658805,26.72328451777326,5621,60.0
247,17.332138,78.409707,1.2581716277477162,6.951882442681643,34.41589915891283,5883,60.0
248,17.332138,78.414207,1.4653723798569267,6.474244066014799,36.67719461481474,6160,60.0
249,17.332138,78.418707,1.1172360751491834,5.996608540861948,25.249849799407464,6451,60.0
250,17.332138,78.423207,0.8872444466989055,5.51897660786169,24.26253175899596,6756,60.0
251,17.332138,78.427707,0.553703153588863,5.041349288308475,22.477372809943418,7075,60.0
252,17.332138,78.432207,0.45304710624945255,4.563728030994273,23.493572799279725,7404,60.0
253,17.332138,78.436707,0.7494022934021946,4.086114962054488,18.773112391787606,7741,60.0
254,17.332138,78.441207,1.172287762904939,3.608513333174041,21.847260554855122,8084,60.0
255,17.332138,78.445707,1.4761438383859393,3.130928379989462,24.921041872715843,8428,60.0
256,17.332138,78.450207,1.8190501729011261,2.6533691073153225,25.676163187831023,8766,60.0
257,17.332138,78.454707,1.8277976294836578,2.1758524247564153,23.686984732837885,9093,60.0
258,17.332138,78.459207,1.3836775548619678,1.6984142562584894,21.29803182747322,9400,60.0
259,17.332138,78.463707,0.9719096660057349,1.2211466968835338,16.354050429810265,9680,60.0
260,17.332138,78.468207,0.6507193681586563,0.7443779842363767,16.926511254867993,9923,60.0
261,17.332138,78.472707,0.24804026217152128,0.27075629392475403,14.89024669852116,10121,60.0
262,17.332138,78.477207,0.06478677546099454,0.22097605621314978,15.420061221020411,10266,60.0
263,17.332138,78.481707,0.25461921741163784,0.6932985818464535,15.791836747993596,10351,60.0
264,17.332138,78.486207,0.579983921119951,1.1699600373410606,20.754984628704282,10373,60.0
265,17.332138,78.490707,0.7960781327298639,1.6471979580767164,24.20965520326798,10328,60.0
266,17.332138,78.495207,1.0606366847426327,2.124623918531859,25.241946469962432,10219,60.0
267,17.332138,78.499707,1.4185298804475515,2.602134418956121,28.98776806675997,10050,60.0
268,17.332138,78.504207,1.1145070468220273,3.0796901352569486,27.779569713240573,9825,60.0
269,17.332138,78.517707,0.7222122033717382,4.07116814134118,28.61746054948846,8904,60.0
270,17.332138,78.535707,1.4007013863796973,2.5853099431584785,33.6295156527774,7413,60.0
271,17.332138,78.540207,1.1734108807321335,2.3134067361259945,34.43216336283293,7039,60.0
272,17.332138,78.544707,1.0901753902891633,2.1156893666720147,32.97708327765402,6674,60.0
273,17.332138,78.549207,1.1870319081201897,2.0141250733683513,37.59677462224329,6321,60.0
274,17.332138,78.553707,1.4377409475652219,2.02324632008728,37.51585478256188,5982,60.0
275,17.332138,78.558207,1.3916477705878216,2.141639343576692,34.13317012944153,5658,60.0
276,17.332138,78.562707,1.3569796265001681,2.3528663433204793,30.734307260719945,5352,60.0
277,17.332138,78.567207,1.4804380183294112,2.634693250825442,29.750221685717186,5062,60.0
278,17.332138,78.571707,1.7193702763841476,2.9670700305921,34.664872620147534,4789,60.0
279,17.332138,78.576207,1.8875406263670618,3.3349165131945093,32.62751740426172,4533,60.0
280,17.332138,78.580707,1.712930799774312,3.7277472118300525,30.799957303896605,4295,60.0
281,17.332138,78.585207,1.3180232913238092,4.138453568772956,22.780514131146496,4072,60.0
282,17.332138,78.589707,0.9982835477459774,4.562210445055542,25.058527986235354,3865,60.0
283,17.332138,78.594207,0.8401763917935364,4.995697937777885,22.10627671125205,3673,60.0
284,17.332138,78.598707,0.9109926618007539,5.436588926916903,18.4680977193397,3495,60.0
285,17.332138,78.603207,1.0632364962412322,5.883219183974379,19.880355171588008,3330,60.0
286,17.332138,78.607707,1.2635002146195684,6.3343748154045025,21.95293354143114,3178,60.0
287,17.332138,78.612207,1.5440831567287445,6.789153714804962,22.813342785766316,3038,60.0
288,17.332138,78.616707,1.5386543863686826,7.246873777506046,21.90275099922833,2908,60.0
289,17.336638,78.400707,0.2364209310550605,7.919215986656551,25.639993584525875,5635,60.0
290,17.336638,78.405207,0.7097223175409435,7.4423589056069615,27.417582245422615,5901,60.0
291,17.336638,78.409707,1.1796602934528262,6.965610537498472,30.16268077456184,6184,60.0
292,17.336638,78.414207,1.6540185541774084,6.488994844177866,34.673264204895716,6484,60.0
293,17.336638,78.418707,1.2116684225139083,6.012543377505619,22.911075490932433,6802,60.0
294,17.336638,78.423207,0.7342444966472317,5.536298537759421,23.649338890698317,7137,60.0
295,17.336638,78.427707,0.25710398966683745,5.060318664791893,20.56553779555984,7489,60.0
296,17.336638,78.432207,0.15028998609074376,4.584686285805445,19.158912849114802,7855,60.0
297,17.336638,78.436707,0.6155732783067299,4.109522058800651,19.685535377136787,8234,60.0
298,17.336638,78.441207,1.0915884484358904,3.6350095775705973,18.94822271346573,8621,60.0
299,17.336638,78.445707,1.2965219828390935,3.1614423248049635,23.655558756710217,9012,60.0
300,17.336638,78.450207,1.4210776062820247,2.6893196882535553,26.66434247483193,9401,60.0
301,17.336638,78.454707,1.6717431793758883,2.219563711236558,21.2804536624609,9779,60.0
302,17.336638,78.459207,1.6576808061355526,1.75407685753731,25.809608654302075,10139,60.0
303,17.336638,78.463707,1.3310059622858457,1.2974621568203255,21.47248895464523,10469,60.0
304,17.336638,78.468207,0.9393717968231262,0.8639041310770612,19.853960262710157,10759,60.0
305,17.336638,78.472707,0.6158137560227055,0.5153178830592011,16.309215412276252,10997,60.0
306,17.336638,78.477207,0.3971363066167283,0.4909934494109944,16.984393523484698,11172,60.0
307,17.336638,78.481707,0.037982031843864936,0.8203026807217136,18.801650436651645,11277,60.0
308,17.336638,78.486207,0.1740831115693359,1.2494071723291815,19.016760516603693,11304,60.0
309,17.336638,78.490707,0.3692104740830059,1.7045351124830839,23.42329547499298,11252,60.0
310,17.336638,78.495207,0.727327267310511,2.169368915033992,25.471571199288242,11122,60.0
311,17.336638,78.499707,1.1040079662292779,2.63878436041595,27.30468018611111,10920,60.0
312,17.336638,78.504207,0.96573079778072,3.1107079872947163,30.140771148468257,10653,60.0
313,17.336638,78.526707,1.2867709341868399,2.993516477507548,33.69226870138095,8725,60.0
