cell_id,lat,lon
256,17.332138,78.450207
257,17.332138,78.454707
258,17.332138,78.459207
259,17.332138,78.463707
260,17.332138,78.468207
261,17.332138,78.472707
262,17.332138,78.477207
263,17.332138,78.481707
264,17.332138,78.486207
265,17.332138,78.490707
266,17.332138,78.495207
267,17.332138,78.499707
268,17.332138,78.504207
269,17.332138,78.517707
270,17.332138,78.535707
271,17.332138,78.540207
272,17.332138,78.544707
273,17.332138,78.549207
274,17.332138,78.553707
275,17.332138,78.558207
276,17.332138,78.562707
277,17.332138,78.567207
278,17.332138,78.571707
279,17.332138,78.576207
280,17.332138,78.580707
281,17.332138,78.585207
282,17.332138,78.589707
283,17.332138,78.594207
284,17.332138,78.598707
285,17.332138,78.603207
286,17.332138,78.607707
287,17.332138,78.612207
288,17.332138,78.616707
289,17.336638,78.400707
290,17.336638,78.405207
291,17.336638,78.409707
292,17.336638,78.414207
293,17.336638,78.418707
294,17.336638,78.423207
295,17.336638,78.427707
296,17.336638,78.432207
297,17.336638,78.436707
298,17.336638,78.441207
299,17.336638,78.445707
300,17.336638,78.450207
301,17.336638,78.454707
302,17.336638,78.459207
303,17.336638,78.463707
304,17.336638,78.468207
305,17.336638,78.472707
306,17.336638,78.477207
307,17.336638,78.481707
308,17.336638,78.486207
309,17.336638,78.490707
310,17.336638,78.495207
311,17.336638,78.499707
312,17.336638,78.504207
313,17.336638,78.526707
314,17.336638,78.540207
315,17.336638,78.544707
316,17.336638,78.549207
317,17.336638,78.553707
318,17.336638,78.558207
319,17.336638,78.562707
320,17.336638,78.567207
321,17.336638,78.571707
322,17.336638,78.576207
323,17.336638,78.580707
324,17.336638,78.585207
325,17.336638,78.589707
326,17.336638,78.594207
327,17.336638,78.598707
328,17.336638,78.603207
329,17.336638,78.607707
330,17.336638,78.612207
331,17.336638,78.616707
332,17.341138,78.400707
333,17.341138,78.405207
334,17.341138,78.409707
335,17.341138,78.414207
336,17.341138,78.418707
337,17.341138,78.423207
338,17.341138,78.427707
339,17.341138,78.432207
340,17.341138,78.436707
341,17.341138,78.441207
342,17.341138,78.445707
343,17.341138,78.450207
344,17.341138,78.454707
345,17.341138,78.459207
346,17.341138,78.463707
347,17.341138,78.468207
348,17.341138,78.472707
349,17.341138,78.477207
350,17.341138,78.481707
351,17.341138,78.486207
352,17.341138,78.490707
353,17.341138,78.495207
354,17.341138,78.499707
355,17.341138,78.504207
356,17.341138,78.522207
357,17.341138,78.526707
358,17.341138,78.531207
359,17.341138,78.535707
360,17.341138,78.540207
361,17.341138,78.544707
362,17.341138,78.549207
363,17.341138,78.553707
364,17.341138,78.558207
365,17.341138,78.562707
366,17.341138,78.567207
367,17.341138,78.571707
368,17.341138,78.576207
369,17.341138,78.580707
370,17.341138,78.585207
371,17.341138,78.589707
372,17.341138,78.594207
373,17.341138,78.598707
374,17.341138,78.603207
375,17.341138,78.607707
376,17.341138,78.612207
377,17.341138,78.616707
378,17.345638,78.400707
379,17.345638,78.405207
380,17.345638,78.409707
381,17.345638,78.414207
382,17.345638,78.418707
383,17.345638,78.423207
384,17.345638,78.427707
385,17.345638,78.432207
386,17.345638,78.436707
387,17.345638,78.441207
388,17.345638,78.445707
389,17.345638,78.450207
390,17.345638,78.454707
391,17.345638,78.459207
392,17.345638,78.463707
393,17.345638,78.468207
394,17.345638,78.472707
395,17.345638,78.477207
396,17.345638,78.481707
397,17.345638,78.486207
398,17.345638,78.490707
399,17.345638,78.495207
400,17.345638,78.499707
401,17.345638,78.504207
402,17.345638,78.508707
403,17.345638,78.513207
404,17.345638,78.517707
405,17.345638,78.522207
406,17.345638,78.526707
407,17.345638,78.531207
408,17.345638,78.535707
409,17.345638,78.540207
410,17.345638,78.544707
411,17.345638,78.549207
412,17.345638,78.553707
413,17.345638,78.558207
414,17.345638,78.562707
415,17.345638,78.567207
416,17.345638,78.571707
417,17.345638,78.576207
418,17.345638,78.580707
419,17.345638,78.585207
420,17.345638,78.589707
421,17.345638,78.603207
422,17.345638,78.607707
423,17.350138,78.400707
424,17.350138,78.405207
425,17.350138,78.409707
426,17.350138,78.414207
427,17.350138,78.418707
428,17.350138,78.423207
429,17.350138,78.427707
430,17.350138,78.432207
431,17.350138,78.436707
432,17.350138,78.441207
433,17.350138,78.445707
434,17.350138,78.450207
435,17.350138,78.454707
436,17.350138,78.459207
437,17.350138,78.463707
438,17.350138,78.468207
439,17.350138,78.472707
440,17.350138,78.477207
441,17.350138,78.481707
442,17.350138,78.486207
443,17.350138,78.490707
444,17.350138,78.495207
445,17.350138,78.499707
446,17.350138,78.504207
447,17.350138,78.508707
448,17.350138,78.513207
449,17.350138,78.517707
450,17.350138,78.522207
451,17.350138,78.526707
452,17.350138,78.531207
453,17.350138,78.535707
454,17.350138,78.540207
455,17.350138,78.544707
456,17.350138,78.549207
457,17.350138,78.553707
458,17.350138,78.558207
459,17.350138,78.562707
460,17.350138,78.567207
461,17.350138,78.571707
462,17.350138,78.576207
463,17.350138,78.580707
464,17.350138,78.585207
465,17.354638,78.400707
466,17.354638,78.405207
467,17.354638,78.409707
468,17.354638,78.414207
469,17.354638,78.418707
470,17.354638,78.423207
471,17.354638,78.427707
472,17.354638,78.432207
473,17.354638,78.436707
474,17.354638,78.441207
475,17.354638,78.445707
476,17.354638,78.450207
477,17.354638,78.454707
478,17.354638,78.459207
479,17.354638,78.463707
480,17.354638,78.468207
481,17.354638,78.472707
482,17.354638,78.477207
483,17.354638,78.481707
484,17.354638,78.486207
485,17.354638,78.490707
486,17.354638,78.495207
487,17.354638,78.499707
488,17.354638,78.504207
489,17.354638,78.508707
490,17.354638,78.513207
491,17.354638,78.517707
492,17.354638,78.522207
493,17.354638,78.526707
494,17.354638,78.531207
495,17.354638,78.535707
496,17.354638,78.540207
497,17.354638,78.544707
498,17.354638,78.549207
499,17.354638,78.553707
500,17.354638,78.558207
501,17.354638,78.562707
502,17.354638,78.567207
503,17.354638,78.571707
504,17.354638,78.576207
505,17.354638,78.580707
506,17.354638,78.585207
507,17.359138,78.409707
508,17.359138,78.414207
509,17.359138,78.418707
510,17.359138,78.423207
511,17.359138,78.427707
512,17.359138,78.432207
513,17.359138,78.436707
514,17.359138,78.441207
515,17.359138,78.445707
516,17.359138,78.450207
517,17.359138,78.454707
518,17.359138,78.459207
519,17.359138,78.463707
520,17.359138,78.468207
521,17.359138,78.472707
522,17.359138,78.477207
523,17.359138,78.481707
524,17.359138,78.486207
525,17.359138,78.490707
526,17.359138,78.495207
527,17.359138,78.499707
528,17.359138,78.504207
529,17.359138,78.508707
530,17.359138,78.513207
531,17.359138,78.517707
532,17.359138,78.522207
533,17.359138,78.526707
534,17.359138,78.531207
535,17.359138,78.535707
536,17.359138,78.540207
537,17.359138,78.544707
538,17.359138,78.549207
539,17.359138,78.553707
540,17.359138,78.558207
541,17.359138,78.562707
542,17.359138,78.567207
543,17.359138,78.571707
544,17.359138,78.576207
545,17.359138,78.580707
546,17.363638,78.409707
547,17.363638,78.414207
548,17.363638,78.418707
549,17.363638,78.423207
550,17.363638,78.427707
551,17.363638,78.432207
552,17.363638,78.436707
553,17.363638,78.441207
554,17.363638,78.445707
555,17.363638,78.450207
556,17.363638,78.454707
557,17.363638,78.459207
558,17.363638,78.463707
559,17.363638,78.468207
560,17.363638,78.472707
561,17.363638,78.477207
562,17.363638,78.481707
563,17.363638,78.486207
564,17.363638,78.490707
565,17.363638,78.495207
566,17.363638,78.499707
567,17.363638,78.504207
568,17.363638,78.508707
569,17.363638,78.513207
570,17.363638,78.517707
571,17.363638,78.522207
572,17.363638,78.526707
573,17.363638,78.531207
574,17.363638,78.535707
575,17.363638,78.540207
576,17.363638,78.544707
577,17.363638,78.549207
578,17.363638,78.553707
579,17.363638,78.558207
580,17.363638,78.562707
581,17.363638,78.567207
582,17.363638,78.571707
583,17.363638,78.576207
584,17.368138,78.409707
585,17.368138,78.414207
586,17.368138,78.418707
587,17.368138,78.423207
588,17.368138,78.427707
589,17.368138,78.432207
590,17.368138,78.436707
591,17.368138,78.441207
592,17.368138,78.445707
593,17.368138,78.450207
594,17.368138,78.454707
595,17.368138,78.459207
596,17.368138,78.463707
597,17.368138,78.468207
598,17.368138,78.472707
599,17.368138,78.477207
600,17.368138,78.481707
601,17.368138,78.486207
602,17.368138,78.490707
603,17.368138,78.495207
604,17.368138,78.499707
605,17.368138,78.504207
606,17.368138,78.508707
607,17.368138,78.513207
608,17.368138,78.517707
609,17.368138,78.522207
610,17.368138,78.526707
611,17.368138,78.531207
612,17.368138,78.535707
613,17.368138,78.540207
614,17.368138,78.544707
615,17.368138,78.549207
616,17.368138,78.553707
617,17.368138,78.558207
618,17.368138,78.562707
619,17.368138,78.567207
620,17.368138,78.571707
621,17.368138,78.576207
622,17.372638,78.387207
623,17.372638,78.391707
624,17.372638,78.396207
625,17.372638,78.409707
626,17.372638,78.414207
627,17.372638,78.418707
628,17.372638,78.423207
629,17.372638,78.427707
630,17.372638,78.432207
631,17.372638,78.436707
632,17.372638,78.441207
633,17.372638,78.445707
634,17.372638,78.450207
635,17.372638,78.454707
636,17.372638,78.459207
637,17.372638,78.463707
638,17.372638,78.468207
639,17.372638,78.472707
640,17.372638,78.477207
641,17.372638,78.481707
642,17.372638,78.486207
643,17.372638,78.490707
644,17.372638,78.495207
645,17.372638,78.499707
646,17.372638,78.504207
647,17.372638,78.508707
648,17.372638,78.513207
649,17.372638,78.517707
650,17.372638,78.522207
651,17.372638,78.526707
652,17.372638,78.531207
653,17.372638,78.535707
654,17.372638,78.540207
655,17.372638,78.544707
656,17.372638,78.549207
657,17.372638,78.553707
658,17.372638,78.558207
659,17.372638,78.562707
660,17.372638,78.567207
661,17.372638,78.571707
662,17.372638,78.576207
663,17.372638,78.580707
664,17.377138,78.378207
665,17.377138,78.382707
666,17.377138,78.387207
667,17.377138,78.391707
668,17.377138,78.396207
669,17.377138,78.400707
670,17.377138,78.405207
671,17.377138,78.409707
672,17.377138,78.414207
673,17.377138,78.418707
674,17.377138,78.423207
675,17.377138,78.427707
676,17.377138,78.432207
677,17.377138,78.436707
678,17.377138,78.441207
679,17.377138,78.445707
680,17.377138,78.450207
681,17.377138,78.454707
682,17.377138,78.459207
683,17.377138,78.463707
684,17.377138,78.468207
685,17.377138,78.472707
686,17.377138,78.477207
687,17.377138,78.481707
688,17.377138,78.486207
689,17.377138,78.490707
690,17.377138,78.495207
691,17.377138,78.499707
692,17.377138,78.504207
693,17.377138,78.508707
694,17.377138,78.513207
695,17.377138,78.517707
696,17.377138,78.522207
697,17.377138,78.526707
698,17.377138,78.531207
699,17.377138,78.535707
700,17.377138,78.540207
701,17.377138,78.544707
702,17.377138,78.549207
703,17.377138,78.553707
704,17.377138,78.558207
705,17.377138,78.562707
706,17.377138,78.567207
707,17.377138,78.571707
708,17.377138,78.576207
709,17.377138,78.580707
710,17.381638,78.382707
711,17.381638,78.387207
712,17.381638,78.391707
713,17.381638,78.396207
714,17.381638,78.400707
715,17.381638,78.405207
716,17.381638,78.409707
717,17.381638,78.414207
718,17.381638,78.418707
719,17.381638,78.423207
720,17.381638,78.427707
721,17.381638,78.432207
722,17.381638,78.436707
723,17.381638,78.441207
724,17.381638,78.445707
725,17.381638,78.450207
726,17.381638,78.454707
727,17.381638,78.459207
728,17.381638,78.463707
729,17.381638,78.468207
730,17.381638,78.472707
731,17.381638,78.477207
732,17.381638,78.481707
733,17.381638,78.486207
734,17.381638,78.490707
735,17.381638,78.495207
736,17.381638,78.499707
737,17.381638,78.504207
738,17.381638,78.508707
739,17.381638,78.513207
740,17.381638,78.517707
741,17.381638,78.522207
742,17.381638,78.526707
743,17.381638,78.531207
744,17.381638,78.535707
745,17.381638,78.540207
746,17.381638,78.544707
747,17.381638,78.549207
748,17.381638,78.553707
749,17.381638,78.558207
750,17.381638,78.562707
751,17.381638,78.567207
752,17.381638,78.571707
753,17.381638,78.576207
754,17.381638,78.580707
755,17.386138,78.382707
756,17.386138,78.391707
757,17.386138,78.396207
758,17.386138,78.400707
759,17.386138,78.405207
760,17.386138,78.409707
761,17.386138,78.414207
762,17.386138,78.418707
763,17.386138,78.423207
764,17.386138,78.427707
765,17.386138,78.432207
766,17.386138,78.436707
767,17.386138,78.441207
768,17.386138,78.445707
769,17.386138,78.450207
770,17.386138,78.454707
771,17.386138,78.459207
772,17.386138,78.463707
773,17.386138,78.468207
774,17.386138,78.472707
775,17.386138,78.477207
776,17.386138,78.481707
777,17.386138,78.486207
778,17.386138,78.490707
779,17.386138,78.495207
780,17.386138,78.499707
781,17.386138,78.504207
782,17.386138,78.508707
783,17.386138,78.513207
784,17.386138,78.517707
785,17.386138,78.522207
786,17.386138,78.526707
787,17.386138,78.531207
788,17.386138,78.535707
789,17.386138,78.540207
790,17.386138,78.544707
791,17.386138,78.549207
792,17.386138,78.553707
793,17.386138,78.558207
794,17.386138,78.562707
795,17.386138,78.567207
796,17.386138,78.571707
797,17.386138,78.576207
798,17.386138,78.580707
799,17.386138,78.585207
800,17.390638,78.382707
801,17.390638,78.396207
802,17.390638,78.400707
803,17.390638,78.405207
804,17.390638,78.409707
805,17.390638,78.414207
806,17.390638,78.418707
807,17.390638,78.423207
808,17.390638,78.427707
809,17.390638,78.432207
810,17.390638,78.436707
811,17.390638,78.441207
812,17.390638,78.445707
813,17.390638,78.450207
814,17.390638,78.454707
815,17.390638,78.459207
816,17.390638,78.463707
817,17.390638,78.468207
818,17.390638,78.472707
819,17.390638,78.477207
820,17.390638,78.481707
821,17.390638,78.486207
822,17.390638,78.490707
823,17.390638,78.495207
824,17.390638,78.499707
825,17.390638,78.504207
826,17.390638,78.508707
827,17.390638,78.513207
828,17.390638,78.517707
829,17.390638,78.522207
830,17.390638,78.526707
831,17.390638,78.531207
832,17.390638,78.535707
833,17.390638,78.540207
834,17.390638,78.544707
835,17.390638,78.549207
836,17.390638,78.553707
837,17.390638,78.558207
838,17.390638,78.562707
839,17.390638,78.567207
840,17.390638,78.571707
841,17.390638,78.576207
842,17.390638,78.580707
843,17.395138,78.396207
844,17.395138,78.400707
845,17.395138,78.405207
846,17.395138,78.409707
847,17.395138,78.414207
848,17.395138,78.418707
849,17.395138,78.423207
850,17.395138,78.427707
851,17.395138,78.432207
852,17.395138,78.436707
853,17.395138,78.441207
854,17.395138,78.445707
855,17.395138,78.450207
856,17.395138,78.454707
857,17.395138,78.459207
858,17.395138,78.463707
859,17.395138,78.468207
860,17.395138,78.472707
861,17.395138,78.477207
862,17.395138,78.481707
863,17.395138,78.486207
864,17.395138,78.490707
865,17.395138,78.495207
866,17.395138,78.499707
867,17.395138,78.504207
868,17.395138,78.508707
869,17.395138,78.513207
870,17.395138,78.517707
871,17.395138,78.522207
872,17.395138,78.526707
873,17.395138,78.531207
874,17.395138,78.535707
875,17.395138,78.540207
876,17.395138,78.544707
877,17.395138,78.549207
878,17.395138,78.553707
879,17.395138,78.558207
880,17.395138,78.562707
881,17.395138,78.567207
882,17.395138,78.571707
883,17.395138,78.576207
884,17.399638,78.391707
885,17.399638,78.396207
886,17.399638,78.400707
887,17.399638,78.405207
888,17.399638,78.409707
889,17.399638,78.414207
890,17.399638,78.418707
891,17.399638,78.423207
892,17.399638,78.427707
893,17.399638,78.432207
894,17.399638,78.436707
895,17.399638,78.441207
896,17.399638,78.445707
897,17.399638,78.450207
898,17.399638,78.454707
899,17.399638,78.459207
900,17.399638,78.463707
901,17.399638,78.468207
902,17.399638,78.472707
903,17.399638,78.477207
904,17.399638,78.481707
905,17.399638,78.486207
906,17.399638,78.490707
907,17.399638,78.495207
908,17.399638,78.499707
909,17.399638,78.504207
910,17.399638,78.508707
911,17.399638,78.513207
912,17.399638,78.517707
913,17.399638,78.522207
914,17.399638,78.526707
915,17.399638,78.531207
916,17.399638,78.535707
917,17.399638,78.540207
918,17.399638,78.544707
919,17.399638,78.549207
920,17.399638,78.553707
921,17.399638,78.558207
922,17.399638,78.562707
923,17.399638,78.567207
924,17.399638,78.571707
925,17.399638,78.576207
926,17.399638,78.580707
927,17.404138,78.391707
928,17.404138,78.396207
929,17.404138,78.400707
930,17.404138,78.405207
931,17.404138,78.409707
932,17.404138,78.414207
933,17.404138,78.418707
934,17.404138,78.423207
935,17.404138,78.427707
936,17.404138,78.432207
937,17.404138,78.436707
938,17.404138,78.441207
939,17.404138,78.445707
940,17.404138,78.450207
941,17.404138,78.454707
942,17.404138,78.459207
943,17.404138,78.463707
944,17.404138,78.468207
945,17.404138,78.472707
946,17.404138,78.477207
947,17.404138,78.481707
948,17.404138,78.486207
949,17.404138,78.490707
950,17.404138,78.495207
951,17.404138,78.499707
952,17.404138,78.504207
953,17.404138,78.508707
954,17.404138,78.513207
955,17.404138,78.517707
956,17.404138,78.522207
957,17.404138,78.526707
958,17.404138,78.531207
959,17.404138,78.535707
960,17.404138,78.540207
961,17.404138,78.544707
962,17.404138,78.549207
963,17.404138,78.553707
964,17.404138,78.558207
965,17.404138,78.562707
966,17.404138,78.567207
967,17.404138,78.571707
968,17.404138,78.576207
969,17.404138,78.580707
970,17.408638,78.391707
971,17.408638,78.396207
972,17.408638,78.400707
973,17.408638,78.405207
974,17.408638,78.409707
975,17.408638,78.414207
976,17.408638,78.418707
977,17.408638,78.423207
978,17.408638,78.427707
979,17.408638,78.432207
980,17.408638,78.436707
981,17.408638,78.441207
982,17.408638,78.445707
983,17.408638,78.450207
984,17.408638,78.454707
985,17.408638,78.459207
986,17.408638,78.463707
987,17.408638,78.468207
988,17.408638,78.472707
989,17.408638,78.477207
990,17.408638,78.481707
991,17.408638,78.486207
992,17.408638,78.490707
993,17.408638,78.495207
994,17.408638,78.499707
995,17.408638,78.504207
996,17.408638,78.508707
997,17.408638,78.513207
998,17.408638,78.517707
999,17.408638,78.522207
1000,17.408638,78.526707
1001,17.408638,78.531207
1002,17.408638,78.535707
1003,17.408638,78.540207
1004,17.408638,78.544707
1005,17.408638,78.549207
1006,17.408638,78.553707
1007,17.408638,78.558207
1008,17.408638,78.562707
1009,17.408638,78.567207
1010,17.413138,78.342207
1011,17.413138,78.364707
1012,17.413138,78.369207
1013,17.413138,78.391707
1014,17.413138,78.396207
1015,17.413138,78.400707
1016,17.413138,78.405207
1017,17.413138,78.409707
1018,17.413138,78.414207
1019,17.413138,78.418707
1020,17.413138,78.423207
1021,17.413138,78.427707
1022,17.413138,78.432207
1023,17.413138,78.436707
1024,17.413138,78.441207
1025,17.413138,78.445707
1026,17.413138,78.450207
1027,17.413138,78.454707
1028,17.413138,78.459207
1029,17.413138,78.463707
1030,17.413138,78.468207
1031,17.413138,78.472707
1032,17.413138,78.477207
1033,17.413138,78.481707
1034,17.413138,78.486207
1035,17.413138,78.490707
1036,17.413138,78.495207
1037,17.413138,78.499707
1038,17.413138,78.504207
1039,17.413138,78.508707
1040,17.413138,78.513207
1041,17.413138,78.517707
1042,17.413138,78.522207
1043,17.413138,78.526707
1044,17.413138,78.531207
1045,17.413138,78.535707
1046,17.413138,78.540207
1047,17.413138,78.544707
1048,17.413138,78.549207
1049,17.413138,78.553707
1050,17.413138,78.558207
1051,17.413138,78.562707
1052,17.417638,78.324207
1053,17.417638,78.328707
1054,17.417638,78.333207
1055,17.417638,78.337707
1056,17.417638,78.342207
1057,17.417638,78.346707
1058,17.417638,78.351207
1059,17.417638,78.355707
1060,17.417638,78.360207
1061,17.417638,78.364707
1062,17.417638,78.369207
1063,17.417638,78.373707
1064,17.417638,78.378207
1065,17.417638,78.382707
1066,17.417638,78.387207
1067,17.417638,78.391707
1068,17.417638,78.396207
1069,17.417638,78.400707
1070,17.417638,78.405207
1071,17.417638,78.409707
1072,17.417638,78.414207
1073,17.417638,78.418707
1074,17.417638,78.423207
1075,17.417638,78.427707
1076,17.417638,78.432207
1077,17.417638,78.436707
1078,17.417638,78.441207
1079,17.417638,78.445707
1080,17.417638,78.450207
1081,17.417638,78.454707
1082,17.417638,78.459207
1083,17.417638,78.463707
1084,17.417638,78.468207
1085,17.417638,78.472707
1086,17.417638,78.477207
1087,17.417638,78.481707
1088,17.417638,78.486207
1089,17.417638,78.490707
1090,17.417638,78.495207
1091,17.417638,78.499707
1092,17.417638,78.504207
1093,17.417638,78.508707
1094,17.417638,78.513207
1095,17.417638,78.517707
1096,17.417638,78.522207
1097,17.417638,78.526707
1098,17.417638,78.531207
1099,17.417638,78.535707
1100,17.417638,78.540207
1101,17.417638,78.544707
1102,17.417638,78.549207
1103,17.417638,78.553707
1104,17.417638,78.558207
1105,17.417638,78.562707
1106,17.422138,78.315207
1107,17.422138,78.319707
1108,17.422138,78.324207
1109,17.422138,78.328707
1110,17.422138,78.333207
1111,17.422138,78.337707
1112,17.422138,78.342207
1113,17.422138,78.346707
1114,17.422138,78.351207
1115,17.422138,78.355707
1116,17.422138,78.360207
1117,17.422138,78.364707
1118,17.422138,78.369207
1119,17.422138,78.373707
1120,17.422138,78.378207
1121,17.422138,78.382707
1122,17.422138,78.387207
1123,17.422138,78.391707
1124,17.422138,78.396207
1125,17.422138,78.400707
1126,17.422138,78.405207
1127,17.422138,78.409707
1128,17.422138,78.414207
1129,17.422138,78.418707
1130,17.422138,78.423207
1131,17.422138,78.427707
1132,17.422138,78.432207
1133,17.422138,78.436707
1134,17.422138,78.441207
1135,17.422138,78.445707
1136,17.422138,78.450207
1137,17.422138,78.454707
1138,17.422138,78.459207
1139,17.422138,78.463707
1140,17.422138,78.468207
1141,17.422138,78.472707
1142,17.422138,78.477207
1143,17.422138,78.481707
1144,17.422138,78.486207
1145,17.422138,78.490707
1146,17.422138,78.495207
1147,17.422138,78.499707
1148,17.422138,78.504207
1149,17.422138,78.508707
1150,17.422138,78.513207
1151,17.422138,78.517707
