cell_id,lat,lon,terrain_elevation_m,rainfall_cm,rainfall_mm,drainage_distance_km,dist_to_incident_km,population_exposed,risk_probability,waterlog_label
127,17.318638,78.495207,27.828822890576276,1.0,10,1.983584100634524,2.634796073103159,1995,0.1468,0
128,17.318638,78.499707,30.68328279984205,1.0,10,2.038545657924781,3.0330501172652,1969,0.0047,0
129,17.318638,78.504207,29.92224648305584,1.0,10,1.7680905623036391,3.4515185472620447,1935,0.1292,0
130,17.318638,78.508707,29.677361972602785,1.0,10,1.3154146080099915,3.883672508093987,1893,0.0605,0
131,17.318638,78.549207,28.96449870615303,1.0,10,0.7129752284035542,3.5109921653030955,1350,0.2048,0
132,17.318638,78.553707,29.69189609485388,1.0,10,0.2711743029982444,3.5162330061464693,1288,0.2908,0
133,17.318638,78.558207,27.275536947245698,1.0,10,0.2984091379838722,3.5856692849551903,1228,0.199,0
134,17.318638,78.562707,26.4032234017792,1.0,10,0.7453213138674392,3.7157038347026745,1171,0.2245,0
135,17.318638,78.567207,24.103864501248964,1.0,10,0.4126983938073659,3.900280355493417,1116,0.3105,0
136,17.318638,78.571707,24.83812516603933,1.0,10,0.3140945690766605,4.132096297641223,1063,0.266,0
137,17.318638,78.576207,26.62535567262828,1.0,10,0.6716751654941331,4.403697749708915,1014,0.1563,0
138,17.318638,78.580707,30.210389264260968,1.0,10,1.122508567997215,4.70820443732264,966,0.102,0
139,17.318638,78.585207,30.76567558685157,1.0,10,1.1460846857060036,5.0396552729274005,922,0.058,0
140,17.318638,78.589707,21.841514177422496,1.0,10,0.7181744071410022,5.393084702468658,881,0.2214,0
141,17.318638,78.594207,15.972314017117954,1.0,10,0.4165035564329034,5.764451494787178,842,0.2195,0
142,17.318638,78.598707,10.885123376807332,1.0,10,0.133530186575579,6.150507340940047,806,0.3733,0
143,17.318638,78.603207,14.903510826483744,1.0,10,0.1569595685181061,6.5486549115869215,772,0.3125,0
144,17.318638,78.607707,14.884629374107291,1.0,10,0.632245492327969,6.956818441883102,740,0.1639,0
145,17.318638,78.612207,15.88991888399168,1.0,10,0.7462591917138273,7.373334767573898,711,0.1086,0
146,17.318638,78.616707,15.174062119915142,1.0,10,0.7297485665279749,7.796865359359766,684,0.2396,0
147,17.323138,78.378207,30.790618136835093,1.0,10,0.5611453452904374,10.349791277774267,994,0.1753,0
148,17.323138,78.382707,33.81551097980947,1.0,10,0.6416658091366262,9.87475053879553,1035,0.211,0
149,17.323138,78.387207,30.24158620324725,1.0,10,0.369804707195345,9.399976078992424,1078,0.2375,0
150,17.323138,78.391707,28.53358949179193,1.0,10,0.2526966939803349,8.925510391294894,1122,0.2483,0
151,17.323138,78.396207,28.224800233536968,1.0,10,0.5954022024855218,8.45140547995428,1170,0.1623,0
152,17.323138,78.400707,28.41999947298498,1.0,10,0.978985910749078,7.977725666796908,1220,0.0935,0
153,17.323138,78.405207,31.39674746434524,1.0,10,1.2487759017294566,7.504551447854186,1273,0.0978,0
154,17.323138,78.409707,32.284964852569985,1.0,10,1.4486905481669785,7.031984886725401,1328,0.0682,0
155,17.323138,78.414207,32.02337532373848,1.0,10,1.0138365343031823,6.560157304464783,1386,0.0992,0
156,17.323138,78.418707,24.546215546252725,1.0,10,0.5424593580853903,6.089240484132684,1446,0.1275,0
157,17.323138,78.423207,22.16682927133205,1.0,10,0.0962228732105257,5.619463399043876,1509,0.3308,0
158,17.323138,78.427707,17.831086039871142,1.0,10,0.1000687415099167,5.151137886054253,1573,0.4605,0
159,17.323138,78.432207,16.545311545600036,1.0,10,0.3372442380874775,4.684699303069655,1639,0.2401,0
160,17.323138,78.436707,14.525995150218751,1.0,10,0.133598325109149,4.220773271906891,1706,0.3173,0
161,17.323138,78.441207,16.001184115903435,1.0,10,0.4822804105645636,3.760289866668226,1772,0.2517,0
162,17.323138,78.445707,23.56232097289858,1.0,10,0.9447109879575318,3.3046885129744914,1838,0.215,0
163,17.323138,78.450207,17.68162705946266,1.0,10,1.06708693467668,2.856306334033546,1902,0.0785,0
164,17.323138,78.454707,19.793973717692523,1.0,10,0.9469401116561054,2.419160805126192,1963,0.1588,0
165,17.323138,78.459207,16.44987792912694,1.0,10,1.010411390970948,2.0006312880414456,2020,0.1544,0
166,17.323138,78.463707,19.322705129109565,1.0,10,0.8760216354102367,1.6152540121471743,2070,0.1285,0
167,17.323138,78.468207,16.259341466369083,1.0,10,0.5039862181136859,1.2930193041926876,2114,0.3533,0
168,17.323138,78.472707,15.32046205754694,1.0,10,0.4437773362667498,1.09136874748244,2148,0.3554,0
169,17.323138,78.477207,17.813670016815447,1.0,10,0.6985744405100638,1.0800953614910809,2174,0.2983,0
170,17.323138,78.481707,19.59824038445849,1.0,10,1.0446574015175287,1.2643020453317149,2188,0.1903,0
171,17.323138,78.486207,24.797863152297744,1.0,10,1.35942077885555,1.5769105106158026,2192,0.1951,0
172,17.323138,78.490707,25.74455405529577,1.0,10,1.6097749294962096,1.9573367823179748,2183,0.112,0
173,17.323138,78.495207,27.31724768405197,1.0,10,1.9048065269864645,2.373187987467387,2164,0.1066,0
174,17.323138,78.499707,29.9246236015542,1.0,10,2.1239131454537765,2.808773502945588,2134,0.0408,0
175,17.323138,78.504207,31.6141958474342,1.0,10,1.687683788569864,3.256183253309946,2093,0.0328,0
176,17.323138,78.508707,32.93804413214957,1.0,10,1.2113295968433022,3.711143164477864,2044,0.173,0
177,17.323138,78.540207,34.92309157941315,1.0,10,1.128417259452459,3.2194311691138786,1568,0.0899,0
178,17.323138,78.544707,35.52757355010094,1.0,10,1.346784262200207,3.0804195958228453,1495,0.1184,0
179,17.323138,78.549207,33.621198146136294,1.0,10,0.9603593678034048,3.011564815194768,1424,0.1328,0
180,17.323138,78.553707,33.44529310341467,1.0,10,0.6963549235238673,3.017672994586803,1355,0.1481,0
181,17.323138,78.558207,30.492498590744667,1.0,10,0.7076414519940893,3.098300806043074,1289,0.1448,0
182,17.323138,78.562707,29.858391361423408,1.0,10,0.984550682410945,3.2479032287397094,1226,0.1641,0
183,17.323138,78.567207,30.828363020594107,1.0,10,0.8386688741696305,3.4575385460360506,1165,0.1304,0
184,17.323138,78.571707,27.918017824340534,1.0,10,0.7969505032395032,3.7170633739777608,1108,0.1446,0
185,17.323138,78.576207,29.93443445477909,1.0,10,0.9937875030544508,4.01681930994574,1053,0.1255,0
186,17.323138,78.580707,27.90092555601541,1.0,10,1.340325239636865,4.348494512337172,1002,0.16,0
187,17.323138,78.585207,21.774919010773488,1.0,10,1.0204409261310567,4.705343939591677,954,0.1645,0
188,17.323138,78.589707,17.335190912340195,1.0,10,0.5500394499371551,5.082067351489789,909,0.2282,0
189,17.323138,78.594207,19.32424884818161,1.0,10,0.0794551092555609,5.474563493783318,868,0.3582,0
190,17.323138,78.598707,18.41283975006867,1.0,10,0.0835874946065678,5.879674500749662,828,0.3161,0
191,17.323138,78.603207,14.165662164954638,1.0,10,0.1605855110379068,6.294965363242311,792,0.3998,0
192,17.323138,78.607707,15.670926006701226,1.0,10,0.5951423457351369,6.718548616607356,759,0.2493,0
193,17.323138,78.612207,21.723948112765804,1.0,10,1.0664750238566645,7.1489504124445,728,0.1166,0
194,17.323138,78.616707,17.348619537562072,1.0,10,1.2298723712198198,7.58501011065946,698,0.1475,0
195,17.327638,78.378207,25.870676363654592,1.0,10,0.0608608807123274,10.31049553591003,1038,0.4244,0
196,17.327638,78.382707,29.58504691385002,1.0,10,0.1470049020427943,9.8335686464414,1081,0.3729,0
197,17.327638,78.387207,27.835110534612607,1.0,10,0.2210333634525963,9.356716766202112,1127,0.3438,0
198,17.327638,78.391707,28.89459813481057,1.0,10,0.3267976563644198,8.879951979433113,1175,0.2307,0
199,17.327638,78.396207,28.06632587784605,1.0,10,0.3379335026982313,8.40328911030176,1226,0.3263,0
200,17.327638,78.400707,29.665178533303592,1.0,10,0.5680922618572489,7.926746545105312,1280,0.1206,0
201,17.327638,78.405207,33.07056241004813,1.0,10,0.9397682824218908,7.450347368967299,1338,0.1632,0
202,17.327638,78.409707,31.919451685118787,1.0,10,1.372494455870383,6.974120966774717,1398,0.1153,0
203,17.327638,78.414207,30.59976647958237,1.0,10,1.1725748141554169,6.498105325157963,1462,0.147,0
204,17.327638,78.418707,21.52227609681428,1.0,10,0.7744355245018322,6.022350421118228,1528,0.2514,0
205,17.327638,78.423207,22.12943081888379,1.0,10,0.4304717783148479,5.546923345073669,1597,0.3048,0
206,17.327638,78.427707,18.894457940667976,1.0,10,0.3762249384523913,5.07191628716691,1669,0.197,0
207,17.327638,78.432207,18.920736470078733,1.0,10,0.7168486615608141,4.597459437688636,1742,0.0896,0
208,17.327638,78.436707,17.933513858756207,1.0,10,0.6339598200447999,4.12374271386446,1818,0.2341,0
209,17.327638,78.441207,18.904022902251977,1.0,10,0.7874148154929482,3.65105421668052,1893,0.1179,0
210,17.327638,78.445707,22.632096592909413,1.0,10,1.1373846216067238,3.179852520510305,1968,0.1303,0
211,17.327638,78.450207,19.825202186856387,1.0,10,1.5298582070792697,2.710913028678558,2042,0.167,0
212,17.327638,78.454707,21.57975167212096,1.0,10,1.4467106090241555,2.245653376026324,2112,0.0564,0
213,17.327638,78.459207,19.18256648935086,1.0,10,1.2569796661998285,1.7869501845442517,2178,0.068,0
214,17.327638,78.463707,16.649527678813158,1.0,10,0.7810370889191178,1.3415457802233153,2238,0.2697,0
215,17.327638,78.468207,16.734976409019684,1.0,10,0.3104457959688744,0.9287741604878852,2289,0.4203,0
216,17.327638,78.472707,14.537610992622144,1.0,10,0.019327782216079,0.6179158881487408,2330,0.61,1
217,17.327638,78.477207,19.038426703689368,1.0,10,0.3874270884377732,0.5977799692217189,2361,0.4426,0
218,17.327638,78.481707,18.87506173866089,1.0,10,0.7097895512420384,0.8883602768774244,2378,0.2727,0
219,17.327638,78.486207,20.11459639178484,1.0,10,0.9218170543220828,1.29512521185506,2382,0.1603,0
220,17.327638,78.490707,24.252127401363737,1.0,10,1.257330448622184,1.7383431449710036,2373,0.1593,0
221,17.327638,78.495207,27.69701579044484,1.0,10,1.4639958811416334,2.196052528207247,2350,0.082,0
222,17.327638,78.499707,30.6181636390632,1.0,10,1.7523319182844468,2.660785366079052,2314,0.0221,0
223,17.327638,78.504207,27.506878399841025,1.0,10,1.4322676034361033,3.129414172254048,2266,0.1337,0
224,17.327638,78.513207,28.280465707826423,1.0,10,0.7503601273554974,4.072972915215298,2143,0.1531,0
225,17.327638,78.517707,27.152573195610955,1.0,10,0.3326355612840323,4.339441327116197,2070,0.2785,0
226,17.327638,78.535707,39.41168633013579,1.0,10,1.1767223278783607,2.989970904831051,1745,0.0619,0
227,17.327638,78.540207,39.84214288136042,1.0,10,1.445498329010944,2.7582451994509696,1662,0.0689,0
228,17.327638,78.544707,35.110776849562484,1.0,10,1.590392247972234,2.594645617435174,1580,0.0552,0
229,17.327638,78.549207,34.451360122599894,1.0,10,1.3544736280940024,2.5125154549910875,1501,0.0724,0
230,17.327638,78.553707,30.463677544048924,1.0,10,1.181639232466596,2.519833461759389,1424,0.1403,0
231,17.327638,78.558207,31.447048265122586,1.0,10,1.1883146665170523,2.615849034320381,1351,0.0873,0
232,17.327638,78.562707,33.38091448987803,1.0,10,1.371825893128507,2.7914244387694604,1281,0.128,0
233,17.327638,78.567207,33.71271333302341,1.0,10,1.3180157892430278,3.0327732120108117,1215,0.1248,0
234,17.327638,78.571707,28.45845628965769,1.0,10,1.2931973689850471,3.3256059664346327,1152,0.2121,0
235,17.327638,78.576207,28.08176309108688,1.0,10,1.4229667238938335,3.657577813500968,1093,0.0321,0
236,17.327638,78.580707,24.397236046758508,1.0,10,1.52871353487472,4.019001692923267,1038,0.1447,0
237,17.327638,78.585207,24.29235886189699,1.0,10,1.0692258981036238,4.402630177537802,986,0.1188,0
238,17.327638,78.589707,18.633923491952345,1.0,10,0.6359212230142095,4.803145748090735,938,0.1879,0
239,17.327638,78.594207,16.78992444205554,1.0,10,0.3443193772163008,5.216660272375987,893,0.1967,0
240,17.327638,78.598707,15.50690971937686,1.0,10,0.4169693735088086,5.6403154555282935,851,0.2247,0
241,17.327638,78.603207,17.485795735598174,1.0,10,0.6283702365606134,6.071989064243897,812,0.2276,0
242,17.327638,78.607707,14.844832037219318,1.0,10,0.8523217533767251,6.510086225999735,777,0.1561,0
243,17.327638,78.612207,17.256001782759668,1.0,10,1.2305412131193956,6.953392902444718,744,0.1248,0
244,17.327638,78.616707,26.820115256465197,1.0,10,1.660309949709733,7.400973027279088,713,0.0724,0
245,17.332138,78.400707,24.412803744265634,1.0,10,0.3167498588525546,7.907165682671718,1344,0.3212,0
246,17.332138,78.405207,26.72328451777326,1.0,10,0.78479542435746,7.429523120658805,1405,0.1462,0
247,17.332138,78.409707,34.41589915891283,1.0,10,1.2581716277477162,6.951882442681643,1471,0.0,0
248,17.332138,78.414207,36.67719461481474,1.0,10,1.4653723798569267,6.474244066014799,1540,0.0475,0
249,17.332138,78.418707,25.249849799407464,1.0,10,1.1172360751491834,5.996608540861948,1613,0.0162,0
250,17.332138,78.423207,24.26253175899596,1.0,10,0.8872444466989055,5.51897660786169,1689,0.0,0
251,17.332138,78.427707,22.477372809943414,1.0,10,0.553703153588863,5.041349288308475,1769,0.172,0
252,17.332138,78.432207,23.493572799279725,1.0,10,0.4530471062494525,4.563728030994273,1851,0.2907,0
253,17.332138,78.436707,18.77311239178761,1.0,10,0.7494022934021946,4.086114962054488,1935,0.1738,0
254,17.332138,78.441207,21.84726055485512,1.0,10,1.172287762904939,3.608513333174041,2021,0.0661,0
255,17.332138,78.445707,24.921041872715843,1.0,10,1.476143838385939,3.130928379989462,2107,0.0633,0
256,17.332138,78.450207,25.676163187831023,1.0,10,1.819050172901126,2.6533691073153225,2192,0.1661,0
257,17.332138,78.454707,23.686984732837885,1.0,10,1.8277976294836575,2.1758524247564157,2273,0.1353,0
258,17.332138,78.459207,21.29803182747322,1.0,10,1.3836775548619678,1.6984142562584894,2350,0.1711,0
259,17.332138,78.463707,16.354050429810265,1.0,10,0.9719096660057348,1.2211466968835338,2420,0.2432,0
260,17.332138,78.468207,16.926511254867993,1.0,10,0.6507193681586563,0.7443779842363767,2481,0.3547,0
261,17.332138,78.472707,14.89024669852116,1.0,10,0.2480402621715212,0.270756293924754,2530,0.6164,1
